"idetudiant";"nom";"prenom";"civilite";"date_naissance";"lieu_naissance";"dept_naissance";"nationalite";"email";"emailperso";"domicile";"codepostaldomicile";"villedomicile";"paysdomicile";"telephone";"telephonemobile";"typeadresse";"boursier";"idadmission";"anneeadmission";"bac";specialite;"annee_bac";"math";"physique";"anglais";"francais";codelycee;"nomlycee";"villelycee";"codepostallycee"
592;Renault;Lucas;M;2002-08-15;Montpellier;Hérault;France;lucas.renault@etu.umontpellier.fr;lucas.renault@gmail.com;"389 Chemin du Pountiou";"34690";Fabrègues;France;"06.88.33.83.36";"06.06.16.56.80";domicile;false;584;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2020;19.0;16.0;14.0;13.0;;LYCEE POLYVALENT JEAN JAURES;;
674;Dufour;Hugo;M;2002-07-22;Montpellier;Hérault;France;hugo.dufour@etu.umontpellier.fr;hugo.dufour@gmail.com;"14 Rue Annie Girardot";"34410";Sauvian;France;"06.14.30.29.69";"06.16.72.83.63";domicile;false;651;2020;S-SCIENCES;PHYSIQUE-CHIMIE;2020;12.0;14.0;15.0;11.0;;LYCEE GENERAL ET TECHNOLOGIQUE CHAPTAL;;
89;Sabatier;Fanny;F;2002-07-23;Montpellier;Hérault;France;fanny.sabatier@etu.umontpellier.fr;fanny.sabatier@gmail.com;"1Z Rue de la Vierge";"34700";Usclas-du-Bosc;France;"06.83.90.67.69";"06.35.97.09.50";domicile;false;619;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;;10.0;10.0;16.0;10.0;;;;
666;Descamps;Mehdi;M;2002-04-01;Montpellier;Hérault;France;mehdi.descamps@etu.umontpellier.fr;mehdi.descamps@gmail.com;"7 Impasse du Stade";"34160";Castries;France;"06.12.36.63.30";"06.36.89.96.49";domicile;false;646;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2020;11.0;12.0;13.0;10.0;;LYCEE GENERAL FREDERIC MISTRAL;;
643;Fernandez;Mathéo;M;2002-10-15;Montpellier;Hérault;France;mathéo.fernandez@etu.umontpellier.fr;mathéo.fernandez@gmail.com;"18 Rue Louis Lépine";"34200";Sète;France;"06.25.96.57.56";"06.83.87.53.97";domicile;false;634;2020;STI-2D;SYSTÈME INFORMATIQUE ET NUMÉRIQUE;2020;15.0;13.0;17.0;12.0;;LYCEE POLYVALENT JEAN MERMOZ;;
92;Maillet;Jeanne;F;2002-05-21;Montpellier;Hérault;France;jeanne.maillet@etu.umontpellier.fr;jeanne.maillet@gmail.com;"378 Rue de l'Avenir";"34400";Lunel-Viel;France;"06.87.25.39.82";"06.13.81.74.83";domicile;false;596;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2020;14.0;10.0;13.0;9.0;;LYCEE POLYVALENT ERNEST HEMINGWAY;;
645;Aubry;Gabin;M;2002-09-11;Montpellier;Hérault;France;gabin.aubry@etu.umontpellier.fr;gabin.aubry@gmail.com;"1 Le Pourtanel";"34700";Soubès;France;"06.19.35.38.49";"06.84.93.48.86";domicile;false;627;2020;ES-ECO;SCIENCES SOCIALES ET POLITIQUES;2020;;;;;;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOUL;;
650;Barbier;Corentin;M;2002-09-18;Montpellier;Hérault;France;corentin.barbier@etu.umontpellier.fr;corentin.barbier@gmail.com;"209BIS Rue du Devois";"34570";Vailhauquès;France;"06.30.42.79.20";"06.42.49.59.13";domicile;false;629;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2020;12.0;15.0;17.0;8.0;;LYCEE POLYVALENT PRIVE NEVERS;;
633;Benoist;Félix;M;2002-02-05;Montpellier;Hérault;France;félix.benoist@etu.umontpellier.fr;félix.benoist@gmail.com;"9 Rue des Mésanges";"34200";Sète;France;"06.95.24.63.34";"06.46.43.12.88";domicile;false;631;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2020;11.0;13.0;19.0;14.0;;LYCEE POLYVALENT ROUVIERE;;
654;Prevot;Paul;M;2002-04-01;Montpellier;Hérault;France;paul.prevot@etu.umontpellier.fr;paul.prevot@gmail.com;"47 Rue Haute de Montbrun";"34700";Lodève;France;"06.00.84.44.62";"06.33.51.09.84";domicile;false;632;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2020;15.0;17.0;14.0;14.0;;LYCEE POLYVALENT JOSEPH VALLOT;;
660;Turpin;Louis;M;2003-02-02;Montpellier;Hérault;France;louis.turpin@etu.umontpellier.fr;louis.turpin@gmail.com;"3 Lotissement Lès Cedres";"34110";Mireval;France;"06.68.03.38.28";"06.52.10.05.27";domicile;false;565;2020;S-SCIENCES;MATHÉMATIQUES;2020;14.0;17.0;14.0;15.0;;LYCEE POLYVALENT GEORGES POMPIDOU;;
683;Huet;Nathan;M;2002-06-07;Montpellier;Hérault;France;nathan.huet@etu.umontpellier.fr;nathan.huet@gmail.com;"24 Rue Saint-Jean";"34320";Roujan;France;"06.98.45.37.83";"06.13.91.71.81";domicile;false;683;2020;STI-2D;SYSTÈME INFORMATIQUE ET NUMÉRIQUE;2020;14.0;17.0;18.0;8.0;;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE-GI;;
662;Bonneau;Marwane;M;2001-03-14;Montpellier;Hérault;France;marwane.bonneau@etu.umontpellier.fr;marwane.bonneau@gmail.com;"2 Rue du Trident";"34970";Lattes;France;"06.80.56.48.46";"06.42.65.16.97";domicile;false;624;2020;STMG;SYSTÈMES D'INFORMATION ET DE GESTION;2020;18.0;;17.0;13.0;;LGT LYCEE DES METIERS SIDOINE APOLLINAIR;;
72;Grenier;Candice;F;2002-08-13;Montpellier;Hérault;France;candice.grenier@etu.umontpellier.fr;candice.grenier@gmail.com;"89 Rue Calypso";"34080";Montpellier;France;"06.43.83.21.36";"06.93.29.64.94";domicile;false;600;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2020;14.0;9.0;13.0;5.0;;LYCEE GENERAL PRIVE BARRAL;;
642;Giraud;Evan;M;2002-07-29;Montpellier;Hérault;France;evan.giraud@etu.umontpellier.fr;evan.giraud@gmail.com;"26 Quai de Plaisance";"34340";Marseillan;France;"06.39.89.61.05";"06.57.18.15.48";domicile;false;637;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2020;13.0;13.0;16.0;15.0;;LYCEE GENERAL ET TECHNOLOGIQUE FRANCOIS;;
638;Vallet;Thibault;M;2003-09-11;Montpellier;Hérault;France;thibault.vallet@etu.umontpellier.fr;thibault.vallet@gmail.com;"17 Impasse Cantonat";"34130";Valergues;France;"06.92.67.00.23";"06.65.25.49.01";domicile;false;672;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2020;10.0;11.0;18.0;14.0;;LYCEE GENERAL ET TECHNOLOGIQUE CHARLES G;;
90;Dufour;Ambre;F;2002-07-27;Montpellier;Hérault;France;ambre.dufour@etu.umontpellier.fr;ambre.dufour@gmail.com;"359 Avenue Jean Moulin";"34290";Valros;France;"06.87.20.73.40";"06.26.65.45.87";domicile;false;655;2020;ES-ECO;MATHÉMATIQUES;2020;;;;;;LYCEE POLYVALENT ALBERT EINSTEIN;;
684;Pelletier;Mattéo;M;2002-08-08;Montpellier;Hérault;France;mattéo.pelletier@etu.umontpellier.fr;mattéo.pelletier@gmail.com;"896 Rue de Centrayrargues";"34070";Montpellier;France;"06.87.36.45.99";"06.65.70.70.90";domicile;false;640;2020;STI-2D;SYSTÈME INFORMATIQUE ET NUMÉRIQUE;2020;14.0;19.0;17.0;11.0;;LYCEE POLYVALENT VICTOR HUGO;;
77;Prevot;Louise;F;2002-03-23;Montpellier;Hérault;France;louise.prevot@etu.umontpellier.fr;louise.prevot@gmail.com;"46 Rue du Méguillou";"34260";Le Bousquet-d'Orb;France;"06.27.35.72.80";"06.93.01.06.05";domicile;false;623;2020;S-SCIENCES;MATHÉMATIQUES;2020;18.0;15.0;17.0;15.0;;LYCEE GENERAL BERNARD PALISSY;;
687;Morand;Fabrice;M;2002-08-24;Montpellier;Hérault;France;fabrice.morand@etu.umontpellier.fr;fabrice.morand@gmail.com;"10 Rue des Loriots";"34300";Agde;France;"06.04.31.45.60";"06.95.93.67.57";domicile;false;611;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2020;11.0;13.0;14.0;12.0;;LYCEE POLYVALENT VICTOR HUGO;;
665;Millet;Anthony;M;2002-05-24;Montpellier;Hérault;France;anthony.millet@etu.umontpellier.fr;anthony.millet@gmail.com;"19 Chemin des Fossés";"34560";Poussan;France;"06.34.49.93.58";"06.36.51.98.11";domicile;false;622;2020;STI-2D;SYSTÈME INFORMATIQUE ET NUMÉRIQUE;2020;17.0;17.0;13.0;8.0;;LYCEE POLYVALENT VICTOR HUGO;;
657;Berger;Arthur;M;2002-07-19;Montpellier;Hérault;France;arthur.berger@etu.umontpellier.fr;arthur.berger@gmail.com;"48 Rue des Micocouliers";"34500";Béziers;France;"06.33.80.60.14";"06.35.08.65.11";domicile;false;564;2020;STI-2D;SYSTÈME INFORMATIQUE ET NUMÉRIQUE;2020;16.0;12.0;16.0;10.0;;LGT LYCEE DES METIERS DHUODA;;
646;Lefevre;Mael;M;2002-03-18;Montpellier;Hérault;France;mael.lefevre@etu.umontpellier.fr;mael.lefevre@gmail.com;"14 Rue Albert Camus";"34130";Valergues;France;"06.02.27.37.18";"06.92.72.43.30";domicile;false;644;2020;S-SCIENCES;MATHÉMATIQUES;2020;13.0;12.0;15.0;13.0;;LYCEE GENERAL ET TECHNOLOGIQUE JOFFRE;;
651;Parmentier;Kevin;M;2002-08-23;Montpellier;Hérault;France;kevin.parmentier@etu.umontpellier.fr;kevin.parmentier@gmail.com;"5BIS Rue des Goélands";"34300";Agde;France;"06.38.02.23.79";"06.43.82.26.67";domicile;false;685;2020;S-SCIENCES;MATHÉMATIQUES;2020;13.0;11.0;20.0;15.0;;LYCEE POLYVALENT PRIVE LA MERCI LITTORAL;;
617;Durant;Jordan;M;2002-07-14;Montpellier;Hérault;France;jordan.durant@etu.umontpellier.fr;jordan.durant@gmail.com;"2 Le Clos des Chenes";"34380";Notre-Dame-de-Londres;France;"06.41.78.18.79";"06.76.74.64.74";domicile;false;576;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2020;12.0;15.0;18.0;13.0;;LYCEE GEN.ET TECHNOL.PRIVE ST JOSEPH PIE;;
649;Roy;Léonard;M;2001-05-04;Montpellier;Hérault;France;léonard.roy@etu.umontpellier.fr;léonard.roy@gmail.com;"21BIS Rue d'Embonne";"34300";Agde;France;"06.65.45.12.53";"06.06.71.47.29";domicile;false;630;2020;S-SCIENCES;PAS DE SPÉCIALITÉ (S.I);2020;14.0;13.0;12.0;14.0;;LYCEE POLYVALENT VICTOR HUGO;;
88;Cochet;Constant;M;2001-08-12;Montpellier;Hérault;France;constant.cochet@etu.umontpellier.fr;constant.cochet@gmail.com;"15 Rue Jean François Millet";"34500";Béziers;France;"06.06.87.17.96";"06.22.40.73.61";domicile;false;670;2020;S-SCIENCES;PHYSIQUE-CHIMIE;2019;12.0;13.0;13.0;11.0;;;;
469;Launay;Dylan;M;2000-05-25;Montpellier;Hérault;France;dylan.launay@etu.umontpellier.fr;dylan.launay@gmail.com;"11 Rue de l'Amour";"34300";Agde;France;"06.70.97.34.92";"06.45.36.28.40";domicile;false;483;2019;TI2D;;;8.0;12.0;15.0;17.0;;;L'Isle-sur-la-Sorgue;
95;Gervais;Guillaume;M;2003-08-06;Montpellier;Hérault;France;guillaume.gervais@etu.umontpellier.fr;guillaume.gervais@gmail.com;"13 Rue du Castellas";"34570";Saussan;France;"06.44.05.11.03";"06.19.74.64.57";domicile;false;656;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;;14.0;11.0;16.0;5.0;;;;
96;Joubert;Florentin;M;;Montpellier;Hérault;France;florentin.joubert@etu.umontpellier.fr;florentin.joubert@gmail.com;"18 Chemin du Colombier";"34490";Thézan-lès-Béziers;France;"06.74.13.06.14";"06.71.96.12.42";domicile;false;695;2020;;;;;;;;;;;
681;Flament;Romain;M;;Montpellier;Hérault;France;romain.flament@etu.umontpellier.fr;romain.flament@gmail.com;"2 Rue des Acacias";"34540";Balaruc-le-Vieux;France;"06.21.43.65.16";"06.03.09.57.42";domicile;false;658;2020;;;;;;;;;;;
680;Briand;Nathan;M;;Montpellier;Hérault;France;nathan.briand@etu.umontpellier.fr;nathan.briand@gmail.com;"2 Rue du Barry";"34700";Saint-Privat;France;"06.27.03.32.52";"06.50.98.20.12";domicile;false;696;2020;;;;;;;;;;;
659;Loiseau;Clément;M;2002-06-12;Montpellier;Hérault;France;clément.loiseau@etu.umontpellier.fr;clément.loiseau@gmail.com;"24B Rue du Château";"34790";Grabels;France;"06.78.91.73.98";"06.28.86.59.64";domicile;false;663;2020;STI-2D;SYSTÈME INFORMATIQUE ET NUMÉRIQUE;2020;16.0;15.0;18.0;11.0;;LYCEE POLYVALENT JEAN MERMOZ;;
86;Evrard;Jade;F;1981-06-14;Montpellier;Hérault;France;jade.evrard@etu.umontpellier.fr;jade.evrard@gmail.com;"2 Rue des Platanes";"34810";Pomérols;France;"06.89.66.54.08";"06.57.65.27.93";domicile;false;648;2020;;DAEU-B;;;;;;;;;
677;Arnaud;Mohamed;M;2000-03-14;Montpellier;Hérault;France;mohamed.arnaud@etu.umontpellier.fr;mohamed.arnaud@gmail.com;"12 Rue des Troubadours";"34290";Bassan;France;"06.58.87.73.78";"06.02.09.79.14";domicile;false;680;2020;S-SCIENCES;MATHÉMATIQUES;2018;17.0;15.0;16.0;11.0;;LYCEE POLYVALENT ALBERT EINSTEIN;;
629;Besson;Guillaume;M;2002-01-04;Montpellier;Hérault;France;guillaume.besson@etu.umontpellier.fr;guillaume.besson@gmail.com;"5 Chemin du Vigne";"34230";Saint-Pargoire;France;"06.03.57.82.96";"06.05.97.24.95";domicile;false;668;2020;S-SCIENCES;PAS DE SPÉCIALITÉ (S.I);2020;16.0;15.0;7.0;13.0;;LYCEE POLYVALENT JEAN-FRANCOIS CHAMPOLLI;;
465;Tanguy;Nolan;M;2001-09-11;Montpellier;Hérault;France;nolan.tanguy@etu.umontpellier.fr;nolan.tanguy@gmail.com;"463 Avenue du Mas de Faugère";"34150";Gignac;France;"06.43.22.42.89";"06.18.03.65.25";domicile;false;485;2019;S;SCIENCES DE L'INGÉNIEUR;;11.0;9.0;15.0;11.0;;;Mende;
79;Bocquet;Julia;F;2002-12-20;Montpellier;Hérault;France;julia.bocquet@etu.umontpellier.fr;julia.bocquet@gmail.com;"23 Rue de l'Aiguillerie";"34150";Aniane;France;"06.32.64.29.03";"06.08.41.78.54";domicile;false;676;2020;S-SCIENCES;MATHÉMATIQUES;2020;15.0;12.0;16.0;6.0;;LYCEE POLYVALENT JEAN MERMOZ;;
83;Caron;Eva;F;2000-03-16;Montpellier;Hérault;France;eva.caron@etu.umontpellier.fr;eva.caron@gmail.com;"36 Rue de l'Espérance";"34750";Villeneuve-lès-Maguelone;France;"06.91.87.65.81";"06.31.82.09.07";domicile;false;653;2020;S-SCIENCES;SCIENCES DE LA VIE ET DE LA TERRE;2018;14.0;15.0;16.0;15.0;;LYCEE GENERAL TECHNO GEORGES CLEMENCEAU;;
664;Morand;Victor;M;2002-04-14;Montpellier;Hérault;France;victor.morand@etu.umontpellier.fr;victor.morand@gmail.com;"1504 Chemin de la Perille";"34400";Lunel;France;"06.24.96.27.29";"06.87.11.12.93";domicile;false;690;2020;STI-2D;SYSTÈME INFORMATIQUE ET NUMÉRIQUE;2020;12.0;13.0;15.0;14.0;;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOUL;;
668;Garcia;Adrien;M;2002-11-20;Montpellier;Hérault;France;adrien.garcia@etu.umontpellier.fr;adrien.garcia@gmail.com;"230 Avenue Étienne-Frédéric Bouisson";"34130";Mauguio;France;"06.12.05.44.53";"06.23.75.37.74";domicile;false;671;2020;S-SCIENCES;MATHÉMATIQUES;2020;12.0;13.0;15.0;7.0;;LYCEE GENERAL ALBERT TRIBOULET;;
628;Villain;Alexis;M;2002-12-28;Montpellier;Hérault;France;alexis.villain@etu.umontpellier.fr;alexis.villain@gmail.com;"19 Rue des Rosacées";"34300";Agde;France;"06.42.25.70.85";"06.16.03.85.70";domicile;false;649;2020;STI-2D;SYSTÈME INFORMATIQUE ET NUMÉRIQUE;2020;16.0;16.0;18.0;13.0;;LYCEE TECHNOLOGIQUE PRIVE ST JEAN BAPTIS;;
682;Jourdain;Élouan;M;;Montpellier;Hérault;France;élouan.jourdain@etu.umontpellier.fr;élouan.jourdain@gmail.com;"1 Rue du Château";"34310";Poilhes;France;"06.53.24.24.94";"06.74.62.59.98";domicile;false;659;2020;;;;;;;;;;;
673;Deschamps;Ethan;M;2002-08-25;Montpellier;Hérault;France;ethan.deschamps@etu.umontpellier.fr;ethan.deschamps@gmail.com;"134 Chemin de la Roque";"34400";Villetelle;France;"06.60.40.42.66";"06.35.61.42.29";domicile;false;664;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2020;16.0;11.0;12.0;11.0;;LYCEE GENERAL ET TECHNOLOGIQUE LOUIS ARA;;
670;Berthier;Anthony;M;2002-10-01;Montpellier;Hérault;France;anthony.berthier@etu.umontpellier.fr;anthony.berthier@gmail.com;"15 Rue du Colonel Serre";"34230";Adissan;France;"06.58.86.56.65";"06.47.55.29.85";domicile;false;692;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2020;14.0;10.0;16.0;9.0;;LYCEE POLYVALENT JEAN-BAPTISTE DUMAS;;
693;Dupond;Constant;M;2002-08-13;Montpellier;Hérault;France;constant.dupond@etu.umontpellier.fr;constant.dupond@gmail.com;"51 Rue Lombard";"34130";Lansargues;France;"06.25.20.71.23";"06.78.48.64.84";domicile;false;689;2020;STMG;GESTION ET FINANCE;2020;15.0;;19.0;8.0;;LYCEE GENERAL ET TECHNOLOGIQUE DU BUGEY;;
639;Neveu;Florian;M;2002-09-27;Montpellier;Hérault;France;florian.neveu@etu.umontpellier.fr;florian.neveu@gmail.com;"1A Avenue Calmette";"34110";Frontignan;France;"06.83.62.89.12";"06.20.71.54.87";domicile;false;681;2020;STI-2D;SYSTÈME INFORMATIQUE ET NUMÉRIQUE;2020;13.0;12.0;17.0;13.0;;LPO LYCEE DES METIERS LEONARD DE VINCI;;
93;Colas;Ambre;F;2002-05-30;Montpellier;Hérault;France;ambre.colas@etu.umontpellier.fr;ambre.colas@gmail.com;"1 Rue de la Cave";"34460";Cessenon-sur-Orb;France;"06.65.74.64.72";"06.44.10.60.96";domicile;false;635;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2020;11.0;12.0;14.0;12.0;;LYCEE GENERAL TECHN. JOLIOT CURIE SETE;;
678;Leleu;Mael;M;2002-03-29;Montpellier;Hérault;France;mael.leleu@etu.umontpellier.fr;mael.leleu@gmail.com;"8 Rue du Portalet";"34260";Ceilhes-et-Rocozels;France;"06.84.65.71.62";"06.44.34.65.28";domicile;false;677;2020;STI-2D;SYSTÈME INFORMATIQUE ET NUMÉRIQUE;2020;13.0;12.0;17.0;12.0;;LYCEE POLYVALENT JOSEPH VALLOT;;
652;Mangin;Mael;M;2002-10-19;Montpellier;Hérault;France;mael.mangin@etu.umontpellier.fr;mael.mangin@gmail.com;"8 Rue des Vieux Bassins";"34370";Creissan;France;"06.39.56.28.27";"06.85.24.60.11";domicile;false;687;2020;STI-2D;SYSTÈME INFORMATIQUE ET NUMÉRIQUE;2020;16.0;15.0;13.0;10.0;;LGT LYCEE DES METIERS DHUODA;;
630;Le corre;Paul;M;2003-09-18;Montpellier;Hérault;France;paul.le corre@etu.umontpellier.fr;paul.le corre@gmail.com;"42 Rue des Sœurs Grises";"34500";Béziers;France;"06.79.57.08.46";"06.04.28.69.08";domicile;false;675;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2020;11.0;12.0;18.0;7.0;;LYCEE POLYVALENT MARC BLOCH;;
692;Cordier;Florian;M;2003-08-01;Montpellier;Hérault;France;florian.cordier@etu.umontpellier.fr;florian.cordier@gmail.com;"2 Rue de l'Allée";"34600";Le Poujol-sur-Orb;France;"06.06.06.03.78";"06.88.52.95.90";domicile;false;673;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2020;16.0;17.0;18.0;11.0;;LYCEE POLYVALENT GEORGES POMPIDOU;;
699;Ruiz;Lorenzo;M;2003-10-28;Montpellier;Hérault;France;lorenzo.ruiz@etu.umontpellier.fr;lorenzo.ruiz@gmail.com;"5 Rue Montesquieu";"34800";Nébian;France;"06.03.40.94.82";"06.71.42.82.56";domicile;false;852;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2020;14.0;12.0;19.0;11.0;;LYCEE POLYVALENT JEAN-BAPTISTE DUMAS;;
658;Chretien;Paul;M;2001-02-20;Montpellier;Hérault;France;paul.chretien@etu.umontpellier.fr;paul.chretien@gmail.com;"8 Rue Paul Cézanne";"34120";Pézenas;France;"06.21.85.30.47";"06.03.59.22.59";domicile;false;633;2020;STI-2D;SYSTÈME INFORMATIQUE ET NUMÉRIQUE;2019;16.0;9.0;18.0;12.0;;LYCEE POLYVALENT JEAN-BAPTISTE DUMAS;;
570;Daniel;Noë;M;2002-01-05;Montpellier;Hérault;France;noë.daniel@etu.umontpellier.fr;noë.daniel@gmail.com;"22 Rue Villebois-Mareuil";"34370";Cazouls-lès-Béziers;France;"06.65.60.25.83";"06.31.64.71.16";domicile;false;580;2020;STI-2D;SYSTÈME INFORMATIQUE ET NUMÉRIQUE;2020;15.0;16.0;18.0;15.0;;LYCEE POLYVALENT CHARLES RENOUVIER;;
685;Herve;Lorenzo;M;2002-06-22;Montpellier;Hérault;France;lorenzo.herve@etu.umontpellier.fr;lorenzo.herve@gmail.com;"18 Rue du Mas de la Treille";"34670";Baillargues;France;"06.95.87.88.35";"06.13.79.73.08";domicile;false;686;2020;S-SCIENCES;PHYSIQUE-CHIMIE;2020;13.0;13.0;17.0;9.0;;LYCEE GENERAL ET TECHNOLOGIQUE JEAN VIGO;;
91;Carre;Agathe;F;2002-07-07;Montpellier;Hérault;France;agathe.carre@etu.umontpellier.fr;agathe.carre@gmail.com;"34 Rue Jouisse d’Arbaud";"34130";Mauguio;France;"06.89.71.48.73";"06.44.26.36.91";domicile;false;657;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2020;10.0;11.0;19.0;12.0;;LYCEE GENERAL TECHNO GEORGES CLEMENCEAU;;
466;Roussel;Mehdi;M;2001-05-23;Montpellier;Hérault;France;mehdi.roussel@etu.umontpellier.fr;mehdi.roussel@gmail.com;"47 Rue de la Placette";"34510";Florensac;France;"06.66.97.10.17";"06.61.06.60.79";domicile;false;482;2019;TI2D;;;15.0;13.0;16.0;10.0;;;Perpignan;
509;Prost;Gabriel;M;1999-06-13;Montpellier;Hérault;France;gabriel.prost@etu.umontpellier.fr;gabriel.prost@gmail.com;"15 Place de la République";"34310";Cruzy;France;"06.65.49.28.55";"06.63.76.46.50";domicile;false;559;2019;DAEB;;;;;;;;;Montpellier;
676;Comte;Mael;M;2001-05-24;Montpellier;Hérault;France;mael.comte@etu.umontpellier.fr;mael.comte@gmail.com;"7 Rue François Périer";"34070";Montpellier;France;"06.38.11.01.82";"06.90.79.38.19";domicile;false;678;2020;S-SCIENCES;MATHÉMATIQUES;2019;19.0;18.0;9.0;10.0;;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOUL;;
97;Sanchez;Lucas;M;2001-03-31;Montpellier;Hérault;France;lucas.sanchez@etu.umontpellier.fr;lucas.sanchez@gmail.com;"39 Rue des Genêts";"34500";Béziers;France;"06.26.30.61.20";"06.43.73.20.83";domicile;false;639;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2019;18.0;14.0;18.0;10.0;;LYCEE GEN. TECHNO NOTRE DAME DE LA MERCI;;
70;Berger;Maryam;F;2002-11-19;Montpellier;Hérault;France;maryam.berger@etu.umontpellier.fr;maryam.berger@gmail.com;"27 Avenue des Mûriers";"34420";Portiragnes;France;"06.10.03.11.46";"06.90.87.29.87";domicile;false;679;2020;S-SCIENCES;SCIENCES DE LA VIE ET DE LA TERRE;2020;14.0;16.0;15.0;13.0;;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MONN;;
627;Maurice;Davy;M;2002-09-24;Montpellier;Hérault;France;davy.maurice@etu.umontpellier.fr;davy.maurice@gmail.com;"6 Place Gambetta";"34800";Nébian;France;"06.86.75.20.26";"06.48.59.09.13";domicile;false;694;2020;S-SCIENCES;MATHÉMATIQUES;2020;14.0;14.0;16.0;12.0;;LYCEE GEN.ET TECHNOL.PRIVE NOTRE-DAME;;
99;Michel;Dylan;M;2002-08-02;Montpellier;Hérault;France;dylan.michel@etu.umontpellier.fr;dylan.michel@gmail.com;"11 Rue du Miéjour";"34830";Jacou;France;"06.62.43.49.68";"06.33.39.37.26";domicile;false;660;2020;STI-2D;SYSTÈME INFORMATIQUE ET NUMÉRIQUE;2020;12.0;14.0;15.0;9.0;;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOUL;;
78;Lefort;Mélanie;F;2002-09-09;Montpellier;Hérault;France;mélanie.lefort@etu.umontpellier.fr;mélanie.lefort@gmail.com;"329 Rue de la Libération";"34400";Lunel;France;"06.11.16.89.32";"06.17.35.91.01";domicile;false;641;2020;S-SCIENCES;MATHÉMATIQUES;2020;20.0;16.0;15.0;17.0;;LYCEE POLYVALENT JOSEPH VALLOT;;
597;Blanchet;Romain;M;2002-03-12;Montpellier;Hérault;France;romain.blanchet@etu.umontpellier.fr;romain.blanchet@gmail.com;"378 Chemin de l'Ancien Chenil";"34970";Lattes;France;"06.85.15.09.35";"06.06.35.03.69";domicile;false;571;2020;S-SCIENCES;SCIENCES DE LA VIE ET DE LA TERRE;2020;12.0;11.0;18.0;14.0;;LYCEE GENERAL ET TECHNOLOGIQUE CHARLES G;;
634;Thierry;Félix;M;2002-10-11;Montpellier;Hérault;France;félix.thierry@etu.umontpellier.fr;félix.thierry@gmail.com;"4 Impasse du Clos du Paradis";"34560";Villeveyrac;France;"06.80.49.15.43";"06.00.34.21.30";domicile;false;613;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2020;14.0;15.0;20.0;14.0;;LYCEE GENERAL ET TECHNOLOGIQUE PAUL SABA;;
635;Rodriguez;Timothée;M;2002-02-20;Montpellier;Hérault;France;timothée.rodriguez@etu.umontpellier.fr;timothée.rodriguez@gmail.com;"6 Cami des Oeillades";"34560";Montbazin;France;"06.90.83.99.22";"06.25.72.71.12";domicile;false;667;2020;STI-2D;SYSTÈME INFORMATIQUE ET NUMÉRIQUE;2020;17.0;19.0;15.0;12.0;;LGT LYCEE DES METIERS DHUODA;;
679;Mas;Baptiste;M;2002-05-26;Montpellier;Hérault;France;baptiste.mas@etu.umontpellier.fr;baptiste.mas@gmail.com;"3 Impasse des Reines-Claudes";"34300";Agde;France;"06.87.64.89.04";"06.40.46.24.12";domicile;false;682;2020;S-SCIENCES;INFORMATIQUE ET SCIENCES DU NUMÉRIQUE;2020;9.0;12.0;15.0;15.0;;LYCEE GENERAL ET TECHNOLOGIQUE PABLO PIC;;
